S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k105_0	515	unaligned
CONTIG	k105_81857	745	unaligned
CONTIG	k105_1	530	unaligned
CONTIG	k105_2	627	unaligned
CONTIG	k105_81860	1143	unaligned
CONTIG	k105_4	1417	unaligned
CONTIG	k105_81861	685	unaligned
CONTIG	k105_5	730	unaligned
CONTIG	k105_6	579	unaligned
CONTIG	k105_8	591	unaligned
CONTIG	k105_81864	772	unaligned
CONTIG	k105_81866	1036	unaligned
CONTIG	k105_81867	586	unaligned
CONTIG	k105_9	2777	unaligned
CONTIG	k105_81870	675	unaligned
CONTIG	k105_81872	533	unaligned
CONTIG	k105_12	1800	unaligned
CONTIG	k105_81875	733	unaligned
CONTIG	k105_81877	511	unaligned
CONTIG	k105_81878	858	unaligned
CONTIG	k105_81880	939	unaligned
CONTIG	k105_81881	510	unaligned
CONTIG	k105_15	3611	unaligned
CONTIG	k105_16	745	unaligned
CONTIG	k105_81883	594	unaligned
CONTIG	k105_17	1505	unaligned
CONTIG	k105_81886	840	unaligned
CONTIG	k105_81887	1038	unaligned
CONTIG	k105_19	2526	unaligned
CONTIG	k105_81888	2120	unaligned
CONTIG	k105_20	1523	unaligned
CONTIG	k105_81891	551	unaligned
CONTIG	k105_21	654	unaligned
308798	309526	4	732	Synechococcus_sp._RCC307_CT978603.1	k105_81892	98.9		True
CONTIG	k105_81892	732	correct
CONTIG	k105_81893	581	unaligned
CONTIG	k105_81894	577	unaligned
CONTIG	k105_26	747	unaligned
CONTIG	k105_81896	724	unaligned
CONTIG	k105_27	637	unaligned
CONTIG	k105_33	562	unaligned
CONTIG	k105_81897	2059	unaligned
2159430	2159954	1	525	Synechococcus_sp._RCC307_CT978603.1	k105_81898	99.43		True
CONTIG	k105_81898	525	correct
CONTIG	k105_81899	1103	unaligned
CONTIG	k105_39	638	unaligned
CONTIG	k105_81900	1015	unaligned
CONTIG	k105_40	632	unaligned
CONTIG	k105_42	529	unaligned
CONTIG	k105_43	2272	unaligned
CONTIG	k105_81904	2420	unaligned
1576448	1577034	587	1	Synechococcus_sp._RCC307_CT978603.1	k105_81906	97.27		True
CONTIG	k105_81906	587	correct
CONTIG	k105_44	1781	unaligned
CONTIG	k105_81907	527	unaligned
CONTIG	k105_81910	620	unaligned
CONTIG	k105_48	996	unaligned
CONTIG	k105_49	1219	unaligned
CONTIG	k105_81911	1548	unaligned
CONTIG	k105_51	771	unaligned
CONTIG	k105_52	712	unaligned
CONTIG	k105_81912	1752	unaligned
CONTIG	k105_81913	529	unaligned
CONTIG	k105_53	1429	unaligned
CONTIG	k105_81914	785	unaligned
CONTIG	k105_54	504	unaligned
CONTIG	k105_81915	529	unaligned
CONTIG	k105_56	643	unaligned
CONTIG	k105_57	810	unaligned
CONTIG	k105_81918	704	unaligned
CONTIG	k105_58	607	unaligned
CONTIG	k105_81920	928	unaligned
CONTIG	k105_59	921	unaligned
CONTIG	k105_81921	1239	unaligned
CONTIG	k105_61	1245	unaligned
CONTIG	k105_62	574	unaligned
CONTIG	k105_81922	887	unaligned
CONTIG	k105_63	603	unaligned
CONTIG	k105_64	614	unaligned
CONTIG	k105_65	566	unaligned
CONTIG	k105_66	759	unaligned
CONTIG	k105_67	547	unaligned
CONTIG	k105_68	731	unaligned
CONTIG	k105_69	679	unaligned
CONTIG	k105_70	588	unaligned
CONTIG	k105_72	591	unaligned
CONTIG	k105_81924	5480	unaligned
CONTIG	k105_81925	545	unaligned
CONTIG	k105_81927	555	unaligned
CONTIG	k105_73	3358	unaligned
CONTIG	k105_81928	1140	unaligned
CONTIG	k105_74	811	unaligned
CONTIG	k105_76	1014	unaligned
CONTIG	k105_81933	1565	unaligned
CONTIG	k105_79	1066	unaligned
CONTIG	k105_81934	539	unaligned
CONTIG	k105_81935	555	unaligned
CONTIG	k105_82	945	unaligned
CONTIG	k105_81937	666	unaligned
CONTIG	k105_84	618	unaligned
2092685	2093813	1129	1	Synechococcus_sp._RCC307_CT978603.1	k105_81938	99.38		True
CONTIG	k105_81938	1129	correct
CONTIG	k105_87	737	unaligned
CONTIG	k105_81941	781	unaligned
CONTIG	k105_89	1398	unaligned
CONTIG	k105_81943	564	unaligned
CONTIG	k105_94	1042	unaligned
CONTIG	k105_81946	1670	unaligned
CONTIG	k105_96	1023	unaligned
CONTIG	k105_81949	572	unaligned
CONTIG	k105_97	593	unaligned
CONTIG	k105_81950	575	unaligned
CONTIG	k105_81953	505	unaligned
CONTIG	k105_101	769	unaligned
CONTIG	k105_102	611	unaligned
CONTIG	k105_81956	661	unaligned
CONTIG	k105_103	643	unaligned
CONTIG	k105_81960	537	unaligned
CONTIG	k105_105	659	unaligned
CONTIG	k105_106	821	unaligned
CONTIG	k105_81961	917	unaligned
CONTIG	k105_107	521	unaligned
CONTIG	k105_81963	727	unaligned
CONTIG	k105_81964	525	unaligned
CONTIG	k105_109	892	unaligned
CONTIG	k105_81965	559	unaligned
116783	117299	1	517	Synechococcus_sp._RCC307_CT978603.1	k105_81968	97.29		True
CONTIG	k105_81968	519	correct
CONTIG	k105_112	2115	unaligned
CONTIG	k105_81975	681	unaligned
CONTIG	k105_81976	539	unaligned
CONTIG	k105_117	1593	unaligned
CONTIG	k105_81977	907	unaligned
CONTIG	k105_118	840	unaligned
CONTIG	k105_81980	631	unaligned
CONTIG	k105_121	540	unaligned
CONTIG	k105_123	716	unaligned
CONTIG	k105_81983	1095	unaligned
CONTIG	k105_124	993	unaligned
CONTIG	k105_81984	893	unaligned
CONTIG	k105_125	1252	unaligned
CONTIG	k105_81986	517	unaligned
CONTIG	k105_81987	538	unaligned
CONTIG	k105_128	631	unaligned
CONTIG	k105_81989	847	unaligned
CONTIG	k105_130	509	unaligned
CONTIG	k105_81991	720	unaligned
CONTIG	k105_132	1347	unaligned
CONTIG	k105_81992	1166	unaligned
CONTIG	k105_134	610	unaligned
CONTIG	k105_81995	640	unaligned
CONTIG	k105_138	661	unaligned
CONTIG	k105_81996	627	unaligned
CONTIG	k105_139	586	unaligned
CONTIG	k105_81997	798	unaligned
CONTIG	k105_81998	585	unaligned
CONTIG	k105_143	607	unaligned
CONTIG	k105_82000	979	unaligned
CONTIG	k105_145	561	unaligned
CONTIG	k105_82003	577	unaligned
CONTIG	k105_146	1338	unaligned
CONTIG	k105_82004	545	unaligned
CONTIG	k105_147	665	unaligned
CONTIG	k105_82005	608	unaligned
CONTIG	k105_150	609	unaligned
CONTIG	k105_82006	2056	unaligned
CONTIG	k105_151	1785	unaligned
CONTIG	k105_82007	564	unaligned
CONTIG	k105_82009	582	unaligned
CONTIG	k105_152	1152	unaligned
CONTIG	k105_153	598	unaligned
CONTIG	k105_82012	620	unaligned
CONTIG	k105_154	603	unaligned
CONTIG	k105_82014	576	unaligned
CONTIG	k105_158	1367	unaligned
375047	375594	548	1	Synechococcus_sp._RCC307_CT978603.1	k105_160	98.18		True
CONTIG	k105_160	548	correct
CONTIG	k105_82016	1827	unaligned
CONTIG	k105_161	977	unaligned
CONTIG	k105_82017	2980	unaligned
CONTIG	k105_82018	1539	unaligned
CONTIG	k105_82020	810	unaligned
CONTIG	k105_82021	911	unaligned
CONTIG	k105_82023	551	unaligned
CONTIG	k105_82024	662	unaligned
CONTIG	k105_82025	543	unaligned
CONTIG	k105_82027	734	unaligned
CONTIG	k105_82028	666	unaligned
CONTIG	k105_162	11883	unaligned
CONTIG	k105_82030	2932	unaligned
CONTIG	k105_165	568	unaligned
CONTIG	k105_167	672	unaligned
CONTIG	k105_168	2438	unaligned
CONTIG	k105_82034	3322	unaligned
CONTIG	k105_169	1361	unaligned
CONTIG	k105_82035	576	unaligned
CONTIG	k105_82037	580	unaligned
CONTIG	k105_82038	661	unaligned
CONTIG	k105_82039	615	unaligned
CONTIG	k105_172	2128	unaligned
CONTIG	k105_82040	869	unaligned
CONTIG	k105_174	772	unaligned
CONTIG	k105_82042	652	unaligned
CONTIG	k105_82043	528	unaligned
CONTIG	k105_175	2067	unaligned
CONTIG	k105_82046	692	unaligned
CONTIG	k105_177	840	unaligned
CONTIG	k105_178	644	unaligned
CONTIG	k105_82048	1366	unaligned
CONTIG	k105_82049	803	unaligned
CONTIG	k105_179	1882	unaligned
CONTIG	k105_82051	509	unaligned
CONTIG	k105_82052	528	unaligned
CONTIG	k105_182	594	unaligned
CONTIG	k105_82054	512	unaligned
CONTIG	k105_82055	674	unaligned
CONTIG	k105_184	916	unaligned
CONTIG	k105_82056	824	unaligned
CONTIG	k105_82058	752	unaligned
CONTIG	k105_185	2808	unaligned
CONTIG	k105_82061	602	unaligned
CONTIG	k105_186	689	unaligned
CONTIG	k105_82062	589	unaligned
CONTIG	k105_188	545	unaligned
CONTIG	k105_189	685	unaligned
CONTIG	k105_82064	1093	unaligned
CONTIG	k105_190	781	unaligned
CONTIG	k105_191	928	unaligned
CONTIG	k105_82068	1168	unaligned
CONTIG	k105_193	730	unaligned
CONTIG	k105_82069	808	unaligned
CONTIG	k105_194	706	unaligned
CONTIG	k105_195	544	unaligned
CONTIG	k105_82070	823	unaligned
CONTIG	k105_82071	725	unaligned
CONTIG	k105_82072	826	unaligned
CONTIG	k105_82075	651	unaligned
CONTIG	k105_82077	525	unaligned
CONTIG	k105_198	3640	unaligned
CONTIG	k105_82079	712	unaligned
CONTIG	k105_199	972	unaligned
CONTIG	k105_82081	888	unaligned
CONTIG	k105_200	971	unaligned
CONTIG	k105_201	638	unaligned
CONTIG	k105_82083	1142	unaligned
CONTIG	k105_204	580	unaligned
CONTIG	k105_82084	1026	unaligned
CONTIG	k105_82087	539	unaligned
CONTIG	k105_210	698	unaligned
CONTIG	k105_82088	890	unaligned
CONTIG	k105_82090	710	unaligned
CONTIG	k105_213	1118	unaligned
CONTIG	k105_82091	984	unaligned
CONTIG	k105_82092	539	unaligned
CONTIG	k105_217	531	unaligned
CONTIG	k105_82093	763	unaligned
CONTIG	k105_82095	546	unaligned
CONTIG	k105_218	1605	unaligned
CONTIG	k105_220	1355	unaligned
CONTIG	k105_82103	685	unaligned
CONTIG	k105_82104	543	unaligned
CONTIG	k105_221	2941	unaligned
CONTIG	k105_82105	1957	unaligned
CONTIG	k105_82106	716	unaligned
CONTIG	k105_82107	564	unaligned
CONTIG	k105_223	1856	unaligned
CONTIG	k105_82108	541	unaligned
CONTIG	k105_224	593	unaligned
CONTIG	k105_82109	613	unaligned
CONTIG	k105_225	622	unaligned
CONTIG	k105_82110	1683	unaligned
CONTIG	k105_82112	525	unaligned
CONTIG	k105_232	963	unaligned
CONTIG	k105_82114	574	unaligned
CONTIG	k105_82117	723	unaligned
CONTIG	k105_236	809	unaligned
CONTIG	k105_82119	528	unaligned
CONTIG	k105_237	792	unaligned
CONTIG	k105_82121	1117	unaligned
CONTIG	k105_82123	531	unaligned
CONTIG	k105_82124	1068	unaligned
CONTIG	k105_238	4885	unaligned
CONTIG	k105_82127	1218	unaligned
CONTIG	k105_239	683	unaligned
CONTIG	k105_82130	548	unaligned
CONTIG	k105_82131	509	unaligned
CONTIG	k105_240	1351	unaligned
CONTIG	k105_82132	535	unaligned
CONTIG	k105_82133	937	unaligned
CONTIG	k105_82135	588	unaligned
CONTIG	k105_243	1891	unaligned
CONTIG	k105_244	534	unaligned
CONTIG	k105_82136	826	unaligned
CONTIG	k105_245	2026	unaligned
CONTIG	k105_248	1286	unaligned
CONTIG	k105_249	627	unaligned
CONTIG	k105_251	588	unaligned
CONTIG	k105_252	1519	unaligned
CONTIG	k105_254	796	unaligned
CONTIG	k105_82138	6956	unaligned
CONTIG	k105_255	706	unaligned
CONTIG	k105_82139	578	unaligned
CONTIG	k105_256	1042	unaligned
CONTIG	k105_82143	701	unaligned
CONTIG	k105_259	975	unaligned
CONTIG	k105_82144	1070	unaligned
CONTIG	k105_260	602	unaligned
CONTIG	k105_261	628	unaligned
CONTIG	k105_82145	771	unaligned
CONTIG	k105_82146	672	unaligned
CONTIG	k105_262	855	unaligned
CONTIG	k105_82147	734	unaligned
CONTIG	k105_263	800	unaligned
CONTIG	k105_265	1102	unaligned
CONTIG	k105_82150	871	unaligned
CONTIG	k105_82152	772	unaligned
CONTIG	k105_269	941	unaligned
CONTIG	k105_270	622	unaligned
CONTIG	k105_273	528	unaligned
CONTIG	k105_274	590	unaligned
CONTIG	k105_82154	2320	unaligned
CONTIG	k105_275	1200	unaligned
CONTIG	k105_276	619	unaligned
CONTIG	k105_82156	1254	unaligned
CONTIG	k105_277	539	unaligned
CONTIG	k105_82157	595	unaligned
CONTIG	k105_279	562	unaligned
CONTIG	k105_82158	645	unaligned
CONTIG	k105_280	808	unaligned
CONTIG	k105_82159	893	unaligned
CONTIG	k105_82160	651	unaligned
CONTIG	k105_282	813	unaligned
CONTIG	k105_283	1457	unaligned
CONTIG	k105_82163	1084	unaligned
CONTIG	k105_284	702	unaligned
CONTIG	k105_285	718	unaligned
CONTIG	k105_82166	1447	unaligned
CONTIG	k105_288	663	unaligned
CONTIG	k105_82167	996	unaligned
CONTIG	k105_290	847	unaligned
CONTIG	k105_82168	678	unaligned
CONTIG	k105_291	692	unaligned
CONTIG	k105_82169	766	unaligned
CONTIG	k105_82171	876	unaligned
CONTIG	k105_294	1645	unaligned
CONTIG	k105_82173	896	unaligned
CONTIG	k105_295	606	unaligned
CONTIG	k105_296	700	unaligned
CONTIG	k105_82174	1754	unaligned
CONTIG	k105_82175	688	unaligned
CONTIG	k105_82176	523	unaligned
CONTIG	k105_82177	543	unaligned
CONTIG	k105_82178	950	unaligned
CONTIG	k105_82180	514	unaligned
CONTIG	k105_82185	839	unaligned
CONTIG	k105_82187	700	unaligned
CONTIG	k105_82188	1063	unaligned
CONTIG	k105_82189	527	unaligned
CONTIG	k105_82191	766	unaligned
CONTIG	k105_82193	712	unaligned
CONTIG	k105_82195	857	unaligned
CONTIG	k105_82196	759	unaligned
CONTIG	k105_82197	600	unaligned
CONTIG	k105_82199	604	unaligned
CONTIG	k105_82200	1076	unaligned
CONTIG	k105_82202	549	unaligned
CONTIG	k105_82203	873	unaligned
CONTIG	k105_297	17783	unaligned
2194063	2194930	1	868	Synechococcus_sp._RCC307_CT978603.1	k105_82204	98.85		True
CONTIG	k105_82204	873	correct
CONTIG	k105_82205	930	unaligned
CONTIG	k105_299	1126	unaligned
CONTIG	k105_82206	630	unaligned
CONTIG	k105_82207	915	unaligned
CONTIG	k105_301	1338	unaligned
CONTIG	k105_82208	971	unaligned
CONTIG	k105_303	625	unaligned
CONTIG	k105_82209	773	unaligned
CONTIG	k105_307	905	unaligned
CONTIG	k105_82210	1700	unaligned
CONTIG	k105_308	794	unaligned
CONTIG	k105_309	859	unaligned
CONTIG	k105_82211	2447	unaligned
CONTIG	k105_313	1284	unaligned
CONTIG	k105_82212	1011	unaligned
CONTIG	k105_317	871	unaligned
CONTIG	k105_318	609	unaligned
CONTIG	k105_82216	791	unaligned
CONTIG	k105_319	806	unaligned
CONTIG	k105_82220	786	unaligned
CONTIG	k105_324	803	unaligned
CONTIG	k105_82221	3048	unaligned
CONTIG	k105_82222	602	unaligned
CONTIG	k105_82225	601	unaligned
CONTIG	k105_326	5061	unaligned
CONTIG	k105_328	628	unaligned
CONTIG	k105_329	621	unaligned
CONTIG	k105_82226	3007	unaligned
CONTIG	k105_82227	558	unaligned
CONTIG	k105_330	1023	unaligned
CONTIG	k105_82228	598	unaligned
CONTIG	k105_331	649	unaligned
CONTIG	k105_82229	607	unaligned
CONTIG	k105_333	666	unaligned
CONTIG	k105_335	571	unaligned
CONTIG	k105_82230	1367	unaligned
CONTIG	k105_336	667	unaligned
CONTIG	k105_337	788	unaligned
CONTIG	k105_82232	873	unaligned
CONTIG	k105_338	594	unaligned
CONTIG	k105_82233	640	unaligned
CONTIG	k105_340	1528	unaligned
CONTIG	k105_82237	759	unaligned
CONTIG	k105_82238	710	unaligned
CONTIG	k105_343	1522	unaligned
CONTIG	k105_345	4561	unaligned
CONTIG	k105_349	750	unaligned
CONTIG	k105_350	1341	unaligned
CONTIG	k105_82239	8358	unaligned
CONTIG	k105_351	593	unaligned
CONTIG	k105_82241	616	unaligned
CONTIG	k105_353	840	unaligned
CONTIG	k105_82242	524	unaligned
CONTIG	k105_354	720	unaligned
1047864	1048430	567	1	Synechococcus_sp._RCC307_CT978603.1	k105_82244	99.47		True
CONTIG	k105_82244	567	correct
CONTIG	k105_355	630	unaligned
CONTIG	k105_82245	799	unaligned
CONTIG	k105_357	1129	unaligned
CONTIG	k105_359	720	unaligned
CONTIG	k105_360	500	unaligned
CONTIG	k105_82246	2608	unaligned
CONTIG	k105_82247	607	unaligned
CONTIG	k105_82250	987	unaligned
CONTIG	k105_361	3178	unaligned
CONTIG	k105_362	663	unaligned
CONTIG	k105_82254	836	unaligned
CONTIG	k105_82255	591	unaligned
CONTIG	k105_363	2410	unaligned
CONTIG	k105_365	626	unaligned
CONTIG	k105_82257	1550	unaligned
CONTIG	k105_366	741	unaligned
CONTIG	k105_367	520	unaligned
CONTIG	k105_82258	1164	unaligned
CONTIG	k105_368	639	unaligned
CONTIG	k105_82259	1550	unaligned
CONTIG	k105_371	962	unaligned
CONTIG	k105_82261	531	unaligned
CONTIG	k105_372	696	unaligned
CONTIG	k105_82264	645	unaligned
CONTIG	k105_375	543	unaligned
CONTIG	k105_376	1235	unaligned
CONTIG	k105_82267	771	unaligned
CONTIG	k105_380	754	unaligned
CONTIG	k105_82270	899	unaligned
CONTIG	k105_381	553	unaligned
CONTIG	k105_382	550	unaligned
CONTIG	k105_82273	834	unaligned
CONTIG	k105_384	628	unaligned
CONTIG	k105_386	548	unaligned
CONTIG	k105_387	732	unaligned
CONTIG	k105_82276	920	unaligned
CONTIG	k105_82277	697	unaligned
CONTIG	k105_389	837	unaligned
CONTIG	k105_82281	541	unaligned
CONTIG	k105_391	1015	unaligned
CONTIG	k105_82283	814	unaligned
CONTIG	k105_392	777	unaligned
CONTIG	k105_393	834	unaligned
CONTIG	k105_82284	954	unaligned
CONTIG	k105_82287	548	unaligned
CONTIG	k105_395	3051	unaligned
CONTIG	k105_82290	1634	unaligned
CONTIG	k105_396	741	unaligned
CONTIG	k105_397	529	unaligned
CONTIG	k105_82292	842	unaligned
CONTIG	k105_82293	617	unaligned
CONTIG	k105_398	1276	unaligned
812806	813513	6	713	Synechococcus_sp._RCC307_CT978603.1	k105_82294	97.88		True
CONTIG	k105_82294	713	correct
CONTIG	k105_399	664	unaligned
CONTIG	k105_82295	591	unaligned
CONTIG	k105_402	618	unaligned
CONTIG	k105_82298	520	unaligned
CONTIG	k105_403	743	unaligned
CONTIG	k105_82299	768	unaligned
CONTIG	k105_82300	537	unaligned
CONTIG	k105_404	691	unaligned
CONTIG	k105_405	754	unaligned
CONTIG	k105_82302	642	unaligned
CONTIG	k105_406	554	unaligned
CONTIG	k105_409	557	unaligned
CONTIG	k105_410	533	unaligned
CONTIG	k105_82305	2559	unaligned
CONTIG	k105_411	1767	unaligned
CONTIG	k105_82307	1421	unaligned
CONTIG	k105_82308	535	unaligned
CONTIG	k105_412	2497	unaligned
CONTIG	k105_82309	667	unaligned
CONTIG	k105_413	813	unaligned
CONTIG	k105_82310	858	unaligned
CONTIG	k105_415	678	unaligned
CONTIG	k105_82311	598	unaligned
CONTIG	k105_82312	793	unaligned
CONTIG	k105_416	1456	unaligned
CONTIG	k105_417	517	unaligned
CONTIG	k105_82314	745	unaligned
CONTIG	k105_418	1309	unaligned
CONTIG	k105_82316	1256	unaligned
CONTIG	k105_82318	929	unaligned
CONTIG	k105_82320	535	unaligned
CONTIG	k105_82321	533	unaligned
CONTIG	k105_420	3028	unaligned
CONTIG	k105_82323	621	unaligned
CONTIG	k105_421	936	unaligned
CONTIG	k105_422	613	unaligned
CONTIG	k105_423	604	unaligned
CONTIG	k105_82324	1962	unaligned
CONTIG	k105_425	940	unaligned
CONTIG	k105_426	532	unaligned
CONTIG	k105_428	785	unaligned
CONTIG	k105_82325	2672	unaligned
CONTIG	k105_431	503	unaligned
CONTIG	k105_82326	506	unaligned
CONTIG	k105_436	563	unaligned
CONTIG	k105_82327	1661	unaligned
CONTIG	k105_437	691	unaligned
CONTIG	k105_82328	672	unaligned
CONTIG	k105_82329	508	unaligned
CONTIG	k105_438	1736	unaligned
CONTIG	k105_439	588	unaligned
CONTIG	k105_82331	2331	unaligned
CONTIG	k105_441	1207	unaligned
CONTIG	k105_82332	1817	unaligned
CONTIG	k105_82333	502	unaligned
CONTIG	k105_82336	1164	unaligned
CONTIG	k105_445	4227	unaligned
